resume_title,jd_title,label
Data Analyst,"Database Administrator, Intern, Data Analyst",0.29968719705615354
"Security Analyst, Site Reliability Engineer, UI Developer",Engineering Manager,0.3496934746424409
Backend Developer,Software Engineer,0.5697614237765557
"Security Analyst, Backend Developer, UI Developer","Software Engineer, Engineering Manager, Security Analyst",0.5592806283069839
"QA Tester, Software Engineer","Data Analyst, Engineering Manager, Machine Learning Engineer",0.610053708208645
Machine Learning Engineer,"AI Engineer, Research Assistant, UI Developer",0.6005319722066953
"Teaching Assistant, QA Tester, Data Analyst","QA Tester, UI Developer",0.24121598498571548
Site Reliability Engineer,"Mobile App Developer, Cloud Architect",0.4708187492906387
UI Developer,"Database Administrator, Site Reliability Engineer, Technical Lead",0.23046502608286382
"Automation Engineer, Mobile App Developer, QA Tester","Technical Lead, Engineering Manager, Project Coordinator",0.5699149503649642
"Site Reliability Engineer, AI Engineer","Security Analyst, AI Engineer, Automation Engineer",0.1813175227557017
"UI Developer, Engineering Manager, AI Engineer",Data Analyst,0.511220410704738
"Site Reliability Engineer, Project Coordinator, Full Stack Engineer","Site Reliability Engineer, Teaching Assistant",0.511980871327184
Database Administrator,"Security Analyst, DevOps Engineer, AI Engineer",0.30173329294886575
"Mobile App Developer, Database Administrator",Teaching Assistant,0.24135454987805458
"DevOps Engineer, Technical Lead",Software Engineer,0.3517935068464528
"Backend Developer, Engineering Manager, Database Administrator",Intern,0.6014752926605563
DevOps Engineer,"Automation Engineer, QA Tester",0.6017563625508022
"Mobile App Developer, Automation Engineer, AI Engineer",Product Manager,0.6115393659157391
Full Stack Engineer,"Security Analyst, Research Assistant, Software Engineer",0.6214022743421922
"Research Assistant, Security Analyst, UI Developer",Full Stack Engineer,0.5512656359639296
"Data Analyst, UI Developer",UX Designer,0.3414587601032047
"Technical Lead, Cloud Architect, Site Reliability Engineer",Data Scientist,0.20119758703035517
"Mobile App Developer, Cloud Architect","Cloud Architect, Teaching Assistant, Data Scientist",0.35141982860435717
"Data Analyst, Software Engineer","Mobile App Developer, Database Administrator, Teaching Assistant",0.49122955739194285
"Security Analyst, Product Manager","Security Analyst, Product Manager",0.61317677853735
"Technical Lead, Product Manager, Engineering Manager","Full Stack Engineer, Technical Lead, Data Scientist",0.6039576596034915
"Database Administrator, DevOps Engineer","Security Analyst, Mobile App Developer, QA Tester",0.3032092692246495
"Machine Learning Engineer, Software Engineer",Machine Learning Engineer,0.234168739804992
"Site Reliability Engineer, Frontend Developer","Frontend Developer, Site Reliability Engineer",0.18607845519149965
"Machine Learning Engineer, Database Administrator, Security Analyst",Software Engineer,0.30614875235110517
"Backend Developer, Security Analyst",Security Analyst,0.5270973966118936
"Project Coordinator, Machine Learning Engineer","Software Engineer, AI Engineer, Research Assistant",0.25774318213427994
"Teaching Assistant, Research Assistant, AI Engineer",Intern,0.6275648567319981
"AI Engineer, Cloud Architect, Mobile App Developer",Research Assistant,0.6473786498677641
Data Analyst,Data Analyst,0.6183163417831558
Security Analyst,"Technical Lead, Project Coordinator, Frontend Developer",0.2580782199066608
"Full Stack Engineer, Technical Lead",UX Designer,0.5079269932462519
"Cloud Architect, Product Manager, UX Designer","Product Manager, Cloud Architect, UX Designer",0.6407154065251842
"Security Analyst, Automation Engineer",Backend Developer,0.2704185401356916
"Cloud Architect, Machine Learning Engineer",Automation Engineer,0.3007789030088715
"Data Analyst, Cloud Architect","Project Coordinator, UI Developer",0.6001661324399333
"QA Tester, AI Engineer",DevOps Engineer,0.48018627681841963
"UX Designer, Backend Developer",Cloud Architect,0.179922530825654
Automation Engineer,Automation Engineer,0.18083880028027974
"Technical Lead, UI Developer, Database Administrator","Software Engineer, Full Stack Engineer",0.1808762430635514
"UI Developer, DevOps Engineer","Full Stack Engineer, Security Analyst, Data Analyst",0.5707246330162892
Security Analyst,"Backend Developer, Data Scientist",0.20043323304246255
UI Developer,"Mobile App Developer, Software Engineer",0.36082965231853925
Software Engineer,"Teaching Assistant, Research Assistant, Full Stack Engineer",0.3105667333629988
"Software Engineer, Backend Developer, Security Analyst","AI Engineer, Engineering Manager, Cloud Architect",0.5103473210860868
"Engineering Manager, Mobile App Developer, UI Developer","Project Coordinator, Backend Developer, AI Engineer",0.330304545917149
"UI Developer, Mobile App Developer, Research Assistant",Technical Lead,0.3500470946508153
"Cloud Architect, Site Reliability Engineer","Engineering Manager, Cloud Architect, UI Developer",0.21060309771847902
"Intern, UI Developer","DevOps Engineer, Technical Lead, Full Stack Engineer",0.34980688642542385
"Backend Developer, Technical Lead","Backend Developer, Security Analyst, Database Administrator",0.6501179479032999
Product Manager,"Mobile App Developer, Data Analyst, Data Scientist",0.6499098603752049
"UX Designer, Database Administrator, Machine Learning Engineer","Security Analyst, Site Reliability Engineer, DevOps Engineer",0.2594638509440258
"Research Assistant, Full Stack Engineer",Data Analyst,0.22943824301984433
"Data Analyst, Database Administrator, Frontend Developer",Data Analyst,0.540314447318621
Site Reliability Engineer,Full Stack Engineer,0.5101180519359532
DevOps Engineer,"Teaching Assistant, Frontend Developer",0.3297591925354554
"Research Assistant, Cloud Architect",AI Engineer,0.5696041249568015
"Security Analyst, Data Scientist","Teaching Assistant, Database Administrator, AI Engineer",0.2990507508833509
QA Tester,Backend Developer,0.5486828666122386
"Teaching Assistant, Intern",Security Analyst,0.27831725538443347
"Research Assistant, Frontend Developer","Data Analyst, DevOps Engineer",0.25826131109834494
Site Reliability Engineer,Software Engineer,0.278110772334855
"Automation Engineer, DevOps Engineer, Backend Developer","Site Reliability Engineer, UI Developer",0.3181927255777509
"AI Engineer, Teaching Assistant, Intern",Software Engineer,0.4884862677082636
"Technical Lead, Database Administrator","Intern, UI Developer",0.46778059864713656
"Machine Learning Engineer, Database Administrator","Machine Learning Engineer, Database Administrator",0.5794922153709854
"Teaching Assistant, Data Scientist, Data Analyst","Data Analyst, Teaching Assistant, Data Scientist",0.48204116983700995
Machine Learning Engineer,"Mobile App Developer, Backend Developer",0.3117379751538151
"Full Stack Engineer, Cloud Architect","QA Tester, Technical Lead",0.511008650434062
"Data Analyst, Full Stack Engineer",Security Analyst,0.4713396425383733
"Technical Lead, Intern",Project Coordinator,0.6412927299847028
Data Scientist,"Teaching Assistant, AI Engineer",0.3109834384595638
Database Administrator,"Frontend Developer, DevOps Engineer",0.330673672428084
"Teaching Assistant, Project Coordinator","Data Scientist, Frontend Developer, Machine Learning Engineer",0.2999089141182126
"Technical Lead, Research Assistant, DevOps Engineer",Engineering Manager,0.5201079510057889
"DevOps Engineer, Automation Engineer","Security Analyst, Database Administrator, Technical Lead",0.6495979437786346
"Automation Engineer, Mobile App Developer, Frontend Developer","Security Analyst, Data Scientist, Database Administrator",0.6288809944576783
"AI Engineer, Backend Developer, Data Scientist",Product Manager,0.3185876118859372
"Project Coordinator, Product Manager","Automation Engineer, Cloud Architect",0.5780106778226637
"DevOps Engineer, Intern, Database Administrator","Automation Engineer, Data Scientist, Database Administrator",0.5788623083134319
"UX Designer, Full Stack Engineer",Site Reliability Engineer,0.35867995122818064
"DevOps Engineer, Software Engineer, Data Scientist","Research Assistant, UI Developer, Mobile App Developer",0.5088425462763664
"Mobile App Developer, UX Designer, Site Reliability Engineer",DevOps Engineer,0.17873260505286195
Teaching Assistant,Data Scientist,0.20843667517138326
Teaching Assistant,"Data Scientist, Mobile App Developer",0.3181415616481983
Site Reliability Engineer,Software Engineer,0.2679996893292719
"Product Manager, Intern, Machine Learning Engineer","Software Engineer, Mobile App Developer, Frontend Developer",0.5077515966140133
"Data Scientist, Engineering Manager, Technical Lead","Intern, Automation Engineer, Backend Developer",0.31743057576740985
"UX Designer, Product Manager",Technical Lead,0.2972551525892922
"UI Developer, Mobile App Developer",Project Coordinator,0.5070667279511183
"Teaching Assistant, Software Engineer, Engineering Manager","Research Assistant, Backend Developer",0.2675115433122213
"Product Manager, Engineering Manager, Technical Lead","Data Scientist, Data Analyst, Teaching Assistant",0.3567541875053545
Full Stack Engineer,"Site Reliability Engineer, Engineering Manager",0.45657985423037123
"Security Analyst, Database Administrator","Intern, Security Analyst",0.23608105538563542
"Product Manager, Mobile App Developer",Cloud Architect,0.2957710554764116
"Project Coordinator, Data Scientist",Mobile App Developer,0.5454976534130933
"Automation Engineer, Full Stack Engineer, Database Administrator","Technical Lead, DevOps Engineer",0.3255529229135699
"Teaching Assistant, Full Stack Engineer","Machine Learning Engineer, AI Engineer",0.5255638638561602
"Research Assistant, Database Administrator","Technical Lead, Mobile App Developer, Full Stack Engineer",0.5547361100226462
"Data Analyst, QA Tester, Software Engineer","Project Coordinator, DevOps Engineer, Database Administrator",0.5550295572009046
"QA Tester, AI Engineer, Teaching Assistant","Data Scientist, Software Engineer",0.6252852527984966
"Full Stack Engineer, Cloud Architect",Site Reliability Engineer,0.3551167750061838
"Teaching Assistant, Frontend Developer, Full Stack Engineer","Automation Engineer, UI Developer",0.5454856427026145
Data Scientist,"AI Engineer, Frontend Developer",0.5354694974817042
"Automation Engineer, Frontend Developer",Project Coordinator,0.3352374958367859
Mobile App Developer,Mobile App Developer,0.33601802413569387
"Software Engineer, Data Analyst, Project Coordinator","Intern, Engineering Manager, Mobile App Developer",0.18557975775300486
QA Tester,Database Administrator,0.49526902408949425
"Data Analyst, UI Developer, Database Administrator","UI Developer, Technical Lead",0.6258110174123915
"Full Stack Engineer, Machine Learning Engineer, QA Tester","Data Scientist, Technical Lead, Site Reliability Engineer",0.3254875942348139
"Full Stack Engineer, Machine Learning Engineer",QA Tester,0.5152376800001999
"Full Stack Engineer, Security Analyst","Engineering Manager, Mobile App Developer",0.5850451525838357
Intern,"Product Manager, Mobile App Developer",0.504673529757367
Software Engineer,"Research Assistant, Machine Learning Engineer, Project Coordinator",0.16462060313571014
"Intern, Machine Learning Engineer, Product Manager","Data Analyst, Frontend Developer",0.6043325839681517
"Intern, QA Tester, Data Analyst",AI Engineer,0.23425453938338156
Engineering Manager,Product Manager,0.5544961681520232
Site Reliability Engineer,"Teaching Assistant, Full Stack Engineer, Cloud Architect",0.5844961681520231
"Project Coordinator, Security Analyst","Site Reliability Engineer, Project Coordinator, Technical Lead",0.5638023574187362
"Full Stack Engineer, Data Scientist",Cloud Architect,0.563623741981811
"Software Engineer, Project Coordinator","AI Engineer, UX Designer, Data Scientist",0.48360857479563024
"Product Manager, QA Tester","UX Designer, Machine Learning Engineer, AI Engineer",0.49303120392858046
"Intern, Teaching Assistant, Project Coordinator","Database Administrator, UI Developer, Project Coordinator",0.5834270587916313
"Product Manager, Intern, Research Assistant","Research Assistant, Intern, Product Manager",0.2856754494233328
"Data Analyst, Frontend Developer, Machine Learning Engineer","Data Scientist, DevOps Engineer, Teaching Assistant",0.18583318863810036
Engineering Manager,"Backend Developer, Security Analyst",0.2656372647385578
"Cloud Architect, Automation Engineer","Intern, Backend Developer, Product Manager",0.4849052599652822
"Research Assistant, Project Coordinator, Product Manager",Site Reliability Engineer,0.5146728112199692
"Research Assistant, Automation Engineer, Data Analyst","Research Assistant, Cloud Architect",0.585170850173591
Technical Lead,"Data Analyst, Teaching Assistant",0.31494980681595264
"AI Engineer, Security Analyst",Automation Engineer,0.2553200148513983
"Cloud Architect, QA Tester, Backend Developer",Automation Engineer,0.3250756660908257
"UX Designer, Project Coordinator","Automation Engineer, Software Engineer",0.5848633127685743
"DevOps Engineer, Machine Learning Engineer, Frontend Developer","Frontend Developer, Machine Learning Engineer, DevOps Engineer",0.2570566910396832
Database Administrator,Machine Learning Engineer,0.2167359548603739
UI Developer,Frontend Developer,0.5970190626449937
DevOps Engineer,Project Coordinator,0.2669296596954819
"Automation Engineer, Cloud Architect","Data Scientist, QA Tester",0.2864796649488155
"Cloud Architect, Site Reliability Engineer, Data Scientist","Database Administrator, Teaching Assistant",0.2160489017334874
"Mobile App Developer, Teaching Assistant","Data Analyst, Security Analyst, UI Developer",0.585230784642248
"Automation Engineer, Site Reliability Engineer, Software Engineer",UI Developer,0.4953267256762043
Data Analyst,"Data Scientist, Site Reliability Engineer, Research Assistant",0.45572384421783557
"Intern, Security Analyst, UI Developer","Data Analyst, Frontend Developer",0.6362898784569928
"Intern, DevOps Engineer",Teaching Assistant,0.33615611283605146
"Product Manager, Cloud Architect","Frontend Developer, Intern",0.5256104314335308
