resume_skills,jd_skills,label
"MongoDB, Machine Learning, C++, AWS","Docker, PostgreSQL, NoSQL, React, Java",0.157936155797271
"Big Data, Hadoop, Docker, Keras","React, NoSQL, SQL",0.3676124253797258
"SQL, PostgreSQL, Flask","React, Flask, Big Data",0.4879745710337825
"MongoDB, Docker, React","Azure, Kubernetes, Node.js",0.06775735951027914
"NoSQL, Azure, Python, Machine Learning","Django, Spark, AWS, Hadoop, Deep Learning, Microservices",0.4976045698129671
"Python, SQL, NoSQL, CI/CD","Hadoop, TensorFlow, Keras, SQL, PostgreSQL, Django",0.21786744634869476
"API Development, Hadoop, Python, Big Data, Node.js, C++","Java, Keras, Big Data",0.35841906295969933
"Microservices, API Development, Data Engineering, NoSQL, AWS","React, Data Engineering, Azure, Kubernetes, Big Data",0.48889868112267576
"Machine Learning, Spark, Keras, Deep Learning","MongoDB, Hadoop, C++",0.12840925871673306
"Azure, Kubernetes, PostgreSQL, Cloud Computing, GraphQL","Java, Spark, PostgreSQL, API Development, NoSQL, Machine Learning",0.3484254637784399
"Docker, GraphQL, Data Engineering, Big Data","React, Java, AWS, Data Engineering, Keras, NoSQL",0.20844659760097328
"PostgreSQL, SQL, React, Flask, Spark, Data Engineering","Big Data, Data Science, API Development, SQL",0.13964947672624986
"REST APIs, PostgreSQL, C++, NoSQL, Machine Learning","API Development, Keras, MongoDB, Kubernetes, React",0.4894595392231019
"Keras, Data Science, API Development, AWS, Python","SQL, Docker, MongoDB, Deep Learning",0.2290464934344117
"Azure, AWS, Keras, MongoDB","SQL, Hadoop, Kubernetes",0.04867592125719128
"Node.js, Azure, Keras, Python, Kubernetes","MongoDB, AWS, Kubernetes, PostgreSQL, Python",0.3397000470266025
"Azure, Django, C++, Kubernetes","Spark, CI/CD, NoSQL, Data Science, Azure",0.5189910210792301
"GraphQL, Hadoop, API Development, SQL","AWS, Kubernetes, MongoDB, API Development, REST APIs",0.18931445011182244
"Microservices, PostgreSQL, React, Big Data, TensorFlow, Docker","Microservices, API Development, REST APIs, Cloud Computing, Machine Learning",0.09959737627735793
"Python, Keras, Docker","Data Engineering, GraphQL, REST APIs, TensorFlow, NoSQL",0.2390959553474013
"API Development, Data Science, Hadoop, Flask, Data Engineering, Machine Learning","Machine Learning, CI/CD, Docker",0.3395230486462414
"Hadoop, Docker, TensorFlow, Microservices","CI/CD, React, AWS, Docker",0.21958335292675646
"Flask, Keras, Hadoop","MongoDB, Keras, C++, REST APIs",0.08967198364582218
"Node.js, SQL, Flask, TensorFlow","Docker, CI/CD, Microservices, API Development, React",0.22895599348983153
"Spark, Azure, Python","SQL, Machine Learning, React, Docker, Big Data",0.44833561075276507
"Data Engineering, GraphQL, C++, Python, Big Data","React, Azure, Machine Learning, PostgreSQL, TensorFlow",0.5178622897860761
"C++, GraphQL, Flask","React, Java, Node.js, Spark, AWS",0.16703144673814058
"Python, AWS, TensorFlow","Docker, Deep Learning, Python",0.4075634855528621
"NoSQL, Microservices, Spark, Keras, Python, Data Science","Python, Hadoop, Django",0.4081023282647759
"Keras, Data Science, PostgreSQL, TensorFlow","Machine Learning, Django, SQL, Big Data",0.4883216837613348
"MongoDB, Docker, Hadoop, Java, REST APIs, Machine Learning","Hadoop, Big Data, Spark, Flask, SQL, Kubernetes",0.0885575834773143
"Big Data, Keras, Kubernetes","Azure, AWS, Cloud Computing, MongoDB",0.08813429407072315
"REST APIs, Python, API Development","Azure, Cloud Computing, Hadoop, Spark, Kubernetes, REST APIs",0.4674402159953767
"Data Science, Kubernetes, API Development, AWS, CI/CD","Machine Learning, Big Data, SQL, MongoDB, Python",0.10696027129452856
"Flask, Microservices, CI/CD","REST APIs, Spark, Machine Learning, Data Science",0.3865181534641945
"C++, Data Science, PostgreSQL","Spark, Data Engineering, PostgreSQL, Cloud Computing",0.3371880547348802
"Azure, TensorFlow, SQL, Data Engineering","Flask, Hadoop, Data Science, Data Engineering",0.1778087328736383
"CI/CD, Django, Deep Learning","TensorFlow, Docker, Data Engineering, Deep Learning",0.3981582461667941
"Deep Learning, GraphQL, Cloud Computing, SQL","Flask, CI/CD, Django, Docker, TensorFlow",0.20777188848760902
"Microservices, TensorFlow, CI/CD","C++, Docker, Deep Learning, SQL, React",0.38719597930783967
"Kubernetes, SQL, MongoDB, Spark, Docker","Django, Spark, Azure, CI/CD, Java",0.34726639958754013
"PostgreSQL, SQL, Java, GraphQL, Node.js","Microservices, Docker, Flask",0.23695993606128474
"CI/CD, Django, AWS, Deep Learning, Azure, React","Data Science, Hadoop, Python, Django, Node.js, Docker",0.0770436238877982
"AWS, Java, TensorFlow, Data Engineering, Data Science, MongoDB","CI/CD, Microservices, Machine Learning, TensorFlow, AWS",0.3373555978896737
"Data Science, Cloud Computing, Big Data, Django, TensorFlow, SQL","C++, React, NoSQL, Machine Learning, Kubernetes",0.5170400982835014
"GraphQL, Keras, AWS, Deep Learning, Hadoop","AWS, Data Science, Deep Learning, Cloud Computing",0.06820189092594173
"Node.js, Data Engineering, NoSQL","Deep Learning, Cloud Computing, Spark, Node.js",0.36848612503200234
"REST APIs, Microservices, TensorFlow, AWS","Kubernetes, Azure, Deep Learning",0.3983664171176606
"Django, Java, Deep Learning, MongoDB, TensorFlow, Machine Learning","Kubernetes, React, NoSQL",0.3881585186015939
"Data Science, C++, GraphQL, Flask, Big Data, TensorFlow","Python, Hadoop, Django, REST APIs, Keras",0.10778150295925215
"Microservices, REST APIs, Data Engineering","SQL, AWS, Flask, NoSQL, Java",0.4872554367266699
"REST APIs, Kubernetes, API Development, CI/CD","Docker, Machine Learning, Flask, Spark",0.2067705864244091
"Node.js, Big Data, TensorFlow, SQL, Keras, Deep Learning","Node.js, Cloud Computing, Azure",0.2071090217391343
"Deep Learning, TensorFlow, PostgreSQL","GraphQL, AWS, Cloud Computing, Python, Flask",0.33662147769164746
"Data Engineering, MongoDB, Node.js, Keras, AWS, TensorFlow","NoSQL, API Development, Azure, Data Science",0.4764389546622278
"Node.js, Keras, AWS","Node.js, Azure, Django, Java, Data Engineering",0.4864519843719221
"GraphQL, Azure, CI/CD, MongoDB, Node.js","REST APIs, Hadoop, CI/CD, React",0.38660300257527624
"SQL, REST APIs, Node.js, Data Engineering, Hadoop, API Development","NoSQL, Kubernetes, Azure",0.3563603358764027
"Keras, Docker, Flask, Hadoop, NoSQL","Microservices, Data Engineering, MongoDB, Deep Learning",0.3360801714070629
"NoSQL, Docker, Data Engineering","Cloud Computing, AWS, Data Science, NoSQL, Data Engineering",0.34672038553567675
"GraphQL, Data Engineering, NoSQL, MongoDB, Spark","AWS, Docker, Deep Learning",0.08634495820263177
"TensorFlow, Machine Learning, C++","REST APIs, Python, Data Science, React",0.15609542692212192
"Kubernetes, Azure, Django","Django, TensorFlow, Machine Learning, Cloud Computing, Java",0.10625203812370237
"React, Data Engineering, Deep Learning, Cloud Computing","TensorFlow, CI/CD, Flask, Django, Azure, Machine Learning",0.16622154769991598
"Cloud Computing, C++, Django, Microservices, TensorFlow, Machine Learning","Java, Azure, TensorFlow",0.18685290273244562
"Django, SQL, Machine Learning, AWS, Python, CI/CD","Docker, MongoDB, NoSQL, Python",0.19710134320107833
"Keras, Azure, AWS, NoSQL, CI/CD, Spark","MongoDB, Python, C++, Deep Learning",0.10675154448970992
"C++, Cloud Computing, Spark, Machine Learning","Hadoop, REST APIs, Deep Learning, Flask, GraphQL, Azure",0.12659186271095527
"Node.js, Django, Deep Learning","GraphQL, TensorFlow, Data Engineering, MongoDB, Kubernetes",0.36615770002084974
"Docker, SQL, REST APIs, Azure","Big Data, REST APIs, Microservices, Spark",0.3863893642488626
"Keras, NoSQL, Node.js","REST APIs, SQL, PostgreSQL, Big Data",0.12620457882972017
"Big Data, API Development, C++, Node.js","Data Engineering, C++, SQL, Python, Docker",0.5266791666392641
"PostgreSQL, Django, SQL, Big Data","Python, C++, React",0.516355163071967
"Machine Learning, Data Engineering, AWS, Deep Learning","API Development, C++, REST APIs",0.15605186194716686
"Machine Learning, Data Engineering, CI/CD, Deep Learning, PostgreSQL, Hadoop","Django, Hadoop, CI/CD, Data Engineering",0.22743582973283394
"SQL, C++, React, Big Data, Docker, Hadoop","REST APIs, Java, Spark, Data Engineering",0.45745682420342093
"Big Data, Data Science, Keras, AWS, API Development, Azure","Keras, Python, Data Engineering",0.10820247995300075
"Machine Learning, Django, Deep Learning, Java, Node.js, Kubernetes","C++, Hadoop, Spark",0.18793714155746385
"Data Engineering, Node.js, Hadoop","Kubernetes, Python, Hadoop, Keras",0.11820138286886442
"Hadoop, Big Data, CI/CD, Deep Learning, Keras","Big Data, API Development, AWS, React",0.4183340126003672
"Data Engineering, Deep Learning, Python","C++, PostgreSQL, Django, React, Docker, MongoDB",0.19768324628314812
"Django, C++, Data Science, Keras","GraphQL, REST APIs, Deep Learning, Data Engineering, Python, Java",0.42777222781458446
"C++, Microservices, PostgreSQL, Keras, Deep Learning, CI/CD","Deep Learning, C++, GraphQL, Hadoop, Big Data",0.4785239284785165
"Spark, Node.js, AWS, Docker, Cloud Computing","Docker, Java, PostgreSQL, Kubernetes, Hadoop",0.04873644849019393
"Cloud Computing, AWS, Hadoop, React, Keras, MongoDB","Cloud Computing, Machine Learning, Python",0.4089858315697507
"Django, Cloud Computing, Java, SQL","Machine Learning, Java, Spark",0.5192271289388642
"C++, Spark, TensorFlow","Big Data, Microservices, C++, Machine Learning, API Development",0.48852106132035766
"Flask, Spark, Big Data, Deep Learning, TensorFlow, AWS","Cloud Computing, Data Engineering, Azure",0.43869205589867033
"Azure, Kubernetes, TensorFlow, Deep Learning, Node.js, SQL","PostgreSQL, Keras, MongoDB, GraphQL",0.12859423814214513
"GraphQL, Flask, Microservices, C++, NoSQL","Java, GraphQL, Node.js",0.45899786300550394
"Data Science, Machine Learning, CI/CD, C++, Java","C++, Microservices, CI/CD",0.3998300374348056
"PostgreSQL, MongoDB, SQL, Big Data","C++, Machine Learning, Flask, React",0.35961627187574263
"Java, C++, Kubernetes","Spark, Node.js, Deep Learning",0.1193631201984279
"TensorFlow, Data Engineering, Azure, Flask","Big Data, Kubernetes, Docker, Data Engineering",0.519864498517306
"Python, Data Science, Node.js","React, TensorFlow, Data Engineering, Keras, Java",0.529706629323498
"Microservices, Docker, NoSQL","TensorFlow, Data Science, Keras, Java, Azure",0.3791893688445569
"Node.js, Spark, C++, Keras","Keras, Flask, Node.js, Azure, TensorFlow, C++",0.08032950876946346
"REST APIs, API Development, TensorFlow, Cloud Computing","TensorFlow, Flask, Cloud Computing, Java, Microservices",0.17092818358161999
"Deep Learning, PostgreSQL, Azure, Spark","Big Data, GraphQL, API Development",0.05067094785196924
"Data Engineering, Docker, Django","Azure, MongoDB, Spark, Node.js",0.07012365524024769
"NoSQL, CI/CD, Keras","Hadoop, Machine Learning, CI/CD, GraphQL, Cloud Computing, Keras",0.3808282067210724
"SQL, PostgreSQL, Deep Learning, Data Engineering, GraphQL","Kubernetes, Big Data, Spark, C++, Flask",0.3406440042914139
"Spark, GraphQL, Docker, Cloud Computing","GraphQL, Hadoop, REST APIs, Python, Kubernetes, Spark",0.10129185533669116
"PostgreSQL, Microservices, Keras, AWS, Kubernetes","Kubernetes, MongoDB, PostgreSQL, Hadoop, Java, Django",0.35116011365675576
"C++, CI/CD, Docker, Big Data, API Development, GraphQL","React, PostgreSQL, AWS, Kubernetes",0.3508892276653971
"Keras, SQL, CI/CD","Spark, Data Engineering, CI/CD",0.14125650366554213
"Deep Learning, Kubernetes, NoSQL, Machine Learning","Data Engineering, Cloud Computing, PostgreSQL, SQL",0.46111496401132224
"Cloud Computing, NoSQL, CI/CD","TensorFlow, Java, Kubernetes, Hadoop, API Development, NoSQL",0.42108972009271384
"Keras, Python, SQL, Deep Learning","Node.js, Docker, Hadoop, Spark",0.24069227806454974
"SQL, Data Science, Django, NoSQL, REST APIs","TensorFlow, REST APIs, PostgreSQL, Machine Learning",0.23114483436871947
"API Development, GraphQL, Node.js, Hadoop","PostgreSQL, CI/CD, API Development, REST APIs, Node.js",0.16189321176942745
"GraphQL, PostgreSQL, Python, Data Science, Java","Java, Keras, CI/CD, Spark, Django",0.38188633990564835
"Django, Java, Microservices, Kubernetes","API Development, Azure, MongoDB",0.47160345477272864
"Node.js, NoSQL, Spark, Microservices","GraphQL, Deep Learning, Kubernetes",0.21131713223035692
"AWS, React, CI/CD, Data Engineering","Node.js, Big Data, Deep Learning, Cloud Computing, Spark",0.23114158739908958
"Docker, SQL, Python","Data Science, GraphQL, Spark, AWS, Keras, Docker",0.3604986874497761
"Microservices, NoSQL, SQL, TensorFlow, Django, Data Engineering","MongoDB, Spark, PostgreSQL, Node.js",0.5203878466991387
"MongoDB, Deep Learning, TensorFlow, Azure, Cloud Computing","Node.js, MongoDB, Microservices",0.3700930702916032
"CI/CD, Hadoop, Docker, MongoDB, Data Science, TensorFlow","Flask, REST APIs, Data Science, Deep Learning",0.5003491574325986
"Azure, TensorFlow, MongoDB","C++, Deep Learning, Kubernetes, SQL, Data Science, GraphQL",0.47992217783866165
"Docker, Data Science, AWS, Cloud Computing, SQL","Big Data, Docker, Python",0.340491838496728
"GraphQL, Flask, Kubernetes, C++, SQL","Docker, Keras, Node.js, React, Django, Flask",0.12067112759252077
"Microservices, Java, Hadoop, Docker","C++, Keras, Hadoop",0.44100156018283765
"Docker, Spark, TensorFlow, CI/CD","Deep Learning, Data Science, Java, Big Data, Keras",0.400709763898714
"PostgreSQL, Flask, C++, Azure, MongoDB","Keras, Kubernetes, Data Engineering, Python, Data Science, Flask",0.1407544698461751
"Azure, C++, AWS, MongoDB, Java","Data Engineering, Spark, MongoDB, Hadoop",0.24090083210345303
"Microservices, Flask, Big Data","React, Keras, Flask, Cloud Computing",0.5110083718834617
"SQL, Django, C++","SQL, Hadoop, API Development, Deep Learning, MongoDB",0.5110160889580837
"Java, Flask, API Development, Keras, NoSQL, TensorFlow","Data Engineering, Data Science, GraphQL, Flask, REST APIs",0.5213131098052372
"GraphQL, React, Node.js, Python","Spark, GraphQL, Data Engineering, Python",0.1720201775287613
"Spark, Kubernetes, Python","Python, Docker, GraphQL, CI/CD",0.09223592445462175
"AWS, Hadoop, Microservices, API Development, CI/CD, NoSQL","Spark, Hadoop, Django, Flask, SQL, Docker",0.12229254004987258
"Django, Microservices, Data Science, Keras","Data Science, GraphQL, Deep Learning, Keras, MongoDB, Django",0.4533553129351776
"Kubernetes, Machine Learning, Spark, C++, Microservices, Django","MongoDB, REST APIs, Flask, GraphQL, PostgreSQL",0.13283397778830222
"REST APIs, TensorFlow, React, NoSQL, GraphQL, SQL","Spark, AWS, Docker, Flask, Data Engineering, Hadoop",0.15257593471523073
"Docker, Kubernetes, MongoDB, Keras","MongoDB, Kubernetes, React, Docker, Cloud Computing",0.3536598692150021
"GraphQL, SQL, REST APIs, Keras","Docker, REST APIs, Python",0.11387866154155996
"Python, React, GraphQL, Big Data","MongoDB, AWS, SQL, Deep Learning, REST APIs, Java",0.11353076871596324
"PostgreSQL, Kubernetes, Data Science","Keras, AWS, PostgreSQL, Machine Learning, Flask",0.21364531028643474
"PostgreSQL, Flask, SQL, Cloud Computing","Big Data, C++, Azure, Kubernetes, Machine Learning, Data Engineering",0.12339668151384389
"PostgreSQL, Data Science, REST APIs, AWS, Deep Learning","Data Engineering, Microservices, Flask, Python, Machine Learning",0.13360714970725754
"Azure, Data Engineering, CI/CD, PostgreSQL, C++, React","Machine Learning, MongoDB, Data Science, Microservices",0.5136201806369095
"Spark, REST APIs, Django, React, API Development, Deep Learning","MongoDB, Node.js, Hadoop, Big Data, Flask",0.11315658335341006
"SQL, Django, Docker, Microservices","Azure, PostgreSQL, API Development, Hadoop, Spark, Cloud Computing",0.5026516038320111
"Spark, TensorFlow, Kubernetes","Node.js, REST APIs, Cloud Computing",0.34232013618628326
"Azure, Flask, AWS, Deep Learning, API Development","MongoDB, Data Engineering, CI/CD, Docker",0.4019041830253844
"GraphQL, MongoDB, AWS, TensorFlow, Python","Java, C++, SQL, Machine Learning, MongoDB, Kubernetes",0.2421596887042169
"Hadoop, Azure, Data Engineering, Big Data","Docker, React, Node.js, MongoDB",0.18174158872727875
"Cloud Computing, Keras, Big Data, Flask","Keras, TensorFlow, AWS, Cloud Computing, Docker",0.5320018736009744
"NoSQL, Cloud Computing, Python","Python, Kubernetes, PostgreSQL, Deep Learning, Hadoop, Docker",0.23202757229137683
"Hadoop, C++, GraphQL, Deep Learning","API Development, Data Science, MongoDB",0.47184734876024004
"Machine Learning, Hadoop, PostgreSQL, TensorFlow, Kubernetes, Big Data","AWS, Machine Learning, GraphQL, Docker, Big Data",0.20256823433179408
"Kubernetes, Node.js, Big Data, REST APIs","React, Docker, SQL, CI/CD, NoSQL",0.17245491750875064
"Azure, MongoDB, Data Engineering, Django","Data Engineering, Spark, Docker",0.052605375792515396
"Deep Learning, MongoDB, CI/CD, PostgreSQL, Kubernetes","SQL, Big Data, Hadoop, Data Science",0.4224057140701008
"Spark, Flask, CI/CD","Machine Learning, Kubernetes, Microservices",0.44215673350380735
"Data Science, CI/CD, Keras, Data Engineering, Docker","Django, Java, CI/CD, GraphQL",0.4622675764381088
"Flask, API Development, REST APIs, Data Engineering","Data Science, Spark, Python, Machine Learning, Big Data, Keras",0.10227374204960049
"Java, API Development, Deep Learning, Django, NoSQL, Big Data","AWS, Azure, Python, Data Engineering, API Development, Deep Learning",0.17309758686930443
"MongoDB, Hadoop, CI/CD, Cloud Computing, SQL, REST APIs","React, Keras, Cloud Computing",0.46336998948355923
"Node.js, Kubernetes, AWS, Data Engineering, Cloud Computing","SQL, Node.js, Docker, Kubernetes, C++, Microservices",0.34404486071063195
"Node.js, API Development, GraphQL, NoSQL, Cloud Computing","React, MongoDB, Azure, Cloud Computing",0.22443426773499636
"Microservices, MongoDB, TensorFlow","MongoDB, React, Data Engineering, SQL, REST APIs, Cloud Computing",0.3443509347301259
"C++, Docker, NoSQL","Microservices, TensorFlow, API Development",0.34402119748174737
"Python, Azure, CI/CD, Data Engineering, SQL, GraphQL","API Development, Java, Microservices, GraphQL, REST APIs",0.08418931109348929
"TensorFlow, Cloud Computing, Django, CI/CD","Machine Learning, MongoDB, GraphQL, Cloud Computing",0.5343168945996928
"Cloud Computing, Machine Learning, PostgreSQL, REST APIs, Kubernetes","PostgreSQL, Flask, Python, Node.js, NoSQL, Kubernetes",0.24478576044731765
"PostgreSQL, SQL, AWS, C++","Spark, API Development, Azure, Java",0.36456710828311606
"Java, SQL, Azure","Docker, Java, Microservices, NoSQL, Cloud Computing, Python",0.1546934113718118
"Keras, API Development, Machine Learning","Flask, React, Machine Learning, SQL, Hadoop",0.5147378177965465
"Deep Learning, CI/CD, Machine Learning","PostgreSQL, Flask, Java, Data Engineering",0.054453700614795486
"Big Data, Kubernetes, PostgreSQL, Microservices","Spark, GraphQL, Docker",0.43430788601771697
"Big Data, Java, TensorFlow, Cloud Computing, Flask","Spark, Hadoop, Flask, API Development, Java",0.35479794635884954
"Data Science, Flask, Machine Learning, TensorFlow, React","Big Data, REST APIs, Data Engineering, Python",0.47469917027942926
"Cloud Computing, Kubernetes, PostgreSQL","Spark, Python, REST APIs, Java, Azure, CI/CD",0.34428232811401016
"Cloud Computing, Deep Learning, Hadoop, MongoDB, Node.js","SQL, Cloud Computing, AWS, Big Data, Django",0.40433170290020126
"NoSQL, Microservices, REST APIs, Hadoop, C++","TensorFlow, Node.js, Flask",0.2339992308863016
"AWS, Big Data, Cloud Computing, MongoDB","SQL, Keras, Docker, Data Engineering, Spark, C++",0.15365488257786625
"Node.js, Java, MongoDB, SQL","REST APIs, React, API Development",0.11340761640823238
"React, Spark, Big Data","Data Engineering, Azure, Hadoop",0.20339053451339198
"Hadoop, Data Science, Azure, Cloud Computing, Node.js","CI/CD, C++, SQL, PostgreSQL, AWS",0.39305551426321095
"Azure, API Development, Django, Node.js","Big Data, Spark, Microservices",0.22277340278859564
"Java, Data Science, NoSQL","CI/CD, C++, GraphQL, SQL",0.0526815496668846
"Java, Python, PostgreSQL, SQL, CI/CD, Data Engineering","Data Engineering, Kubernetes, Microservices, Java",0.2432347880971108
"Data Science, PostgreSQL, Cloud Computing, GraphQL, Python","Azure, PostgreSQL, Keras",0.19355869622920516
"React, Microservices, MongoDB","API Development, Docker, TensorFlow, NoSQL, Kubernetes",0.12322479736557371
"Azure, Data Engineering, Django, MongoDB, Keras","React, Flask, TensorFlow, SQL, PostgreSQL",0.37297122964623103
"Big Data, Azure, Flask","Machine Learning, Docker, Flask, GraphQL, React, Hadoop",0.44306147070248136
"Flask, Django, API Development, PostgreSQL","API Development, AWS, Docker, Python",0.4731601261820938
"CI/CD, Data Science, Deep Learning, Data Engineering","Cloud Computing, Keras, API Development",0.09298439958858751
"C++, MongoDB, SQL, Kubernetes","PostgreSQL, TensorFlow, Flask, AWS, Node.js, SQL",0.48315075818962566
"Flask, Java, API Development","GraphQL, Microservices, Big Data, CI/CD",0.06298304051744238
"C++, Java, CI/CD","C++, PostgreSQL, Java, TensorFlow",0.16361285067232972
"AWS, Data Science, Kubernetes, Docker, Java, Django","Microservices, Java, GraphQL, Django, Docker, MongoDB",0.4844445894513666
"Spark, CI/CD, Node.js, Data Engineering","Microservices, GraphQL, Kubernetes, Azure, TensorFlow, Django",0.09380161794166869
"Data Engineering, Django, Python","React, Deep Learning, Kubernetes, API Development, CI/CD",0.4333017499153711
"Python, SQL, Data Science","GraphQL, Docker, C++",0.4130487878520026
"AWS, Hadoop, Microservices","CI/CD, Machine Learning, Node.js, SQL",0.5326217575413599
"MongoDB, Keras, GraphQL, Hadoop, REST APIs, NoSQL","PostgreSQL, Microservices, GraphQL, Hadoop, NoSQL",0.16360544275663735
"Data Engineering, GraphQL, Data Science, Azure, C++, AWS","Hadoop, Kubernetes, Python, NoSQL, GraphQL, Keras",0.1236576795974729
"Cloud Computing, NoSQL, Keras","Machine Learning, Hadoop, Keras",0.4939400572660934
"MongoDB, GraphQL, Java, TensorFlow","CI/CD, MongoDB, Azure, Microservices, GraphQL",0.14445595123969993
"Spark, Python, C++, PostgreSQL","CI/CD, Flask, Spark",0.51462937265814
"REST APIs, NoSQL, Flask, CI/CD, SQL","Big Data, MongoDB, Django, Python",0.4945348548735134
"Data Science, NoSQL, Spark","Kubernetes, CI/CD, Python, Flask, Docker, React",0.5040518151779356
"Node.js, REST APIs, Deep Learning","Data Science, React, GraphQL",0.5038392632389993
"Java, Spark, PostgreSQL","React, Python, Spark, Azure, C++",0.14398034987352046
"Node.js, Microservices, Big Data, Machine Learning, Django, PostgreSQL","Node.js, Python, Flask, NoSQL, Azure",0.524135772945985
"REST APIs, Data Engineering, Data Science, Machine Learning, GraphQL, Deep Learning","PostgreSQL, Django, Java, Keras",0.38384722577563335
"NoSQL, SQL, Kubernetes, React","Data Engineering, Microservices, Spark, Node.js, Cloud Computing",0.3535786633948962
"Python, Spark, Data Engineering, Hadoop","Big Data, NoSQL, Keras, Flask, Deep Learning, Microservices",0.05335308346868717
"Deep Learning, Big Data, Data Engineering, REST APIs, Hadoop, Node.js","Cloud Computing, Data Science, Node.js, AWS, PostgreSQL",0.12371628946551147
"Hadoop, SQL, Spark, Node.js, Django, Cloud Computing","Microservices, React, API Development",0.5334845292313695
"Node.js, Data Science, Cloud Computing, Deep Learning, Flask","Azure, Django, NoSQL, TensorFlow, Flask, REST APIs",0.4737665915252612
"Flask, SQL, Azure, Data Science, AWS, Node.js","MongoDB, TensorFlow, CI/CD, React, SQL",0.42386321321464443
"React, Keras, Machine Learning, C++, SQL, AWS","Deep Learning, Java, Docker, PostgreSQL, SQL, Data Engineering",0.49440867771927266
"Python, SQL, Keras, Spark, Big Data","Python, Data Engineering, Data Science, API Development, NoSQL, GraphQL",0.4949340241829094
"PostgreSQL, Python, API Development, React, Docker, Keras","Data Science, Microservices, Azure, Python, Flask",0.5249843239527228
"Microservices, Kubernetes, Java","Data Science, PostgreSQL, Microservices, Java, Hadoop",0.2155114766355451
"AWS, Kubernetes, C++","Machine Learning, Cloud Computing, CI/CD, SQL",0.5152537782609082
"Hadoop, PostgreSQL, Azure, API Development","Big Data, Data Engineering, PostgreSQL, GraphQL, C++, MongoDB",0.39522490249884845
"React, REST APIs, PostgreSQL, Kubernetes, Machine Learning","Spark, Flask, NoSQL, Big Data, TensorFlow",0.4349683572670649
"Python, Cloud Computing, NoSQL","Big Data, Docker, NoSQL, Data Science",0.20517277132522174
"Flask, Data Engineering, GraphQL, NoSQL","CI/CD, React, Spark, Flask",0.09495082694931822
"Data Science, Deep Learning, CI/CD","Node.js, Hadoop, TensorFlow, Flask, React",0.514544088759153
"Django, Node.js, SQL","React, SQL, AWS, TensorFlow, Data Science, Machine Learning",0.4244430483566568
"PostgreSQL, C++, Hadoop","Django, Keras, Azure",0.5141268539285051
"Cloud Computing, Java, TensorFlow, Keras, C++, PostgreSQL","MongoDB, Node.js, REST APIs, C++",0.1442385085595637
"Node.js, Spark, Docker, Deep Learning, PostgreSQL","Hadoop, C++, Big Data, Azure",0.38394492075494413
"Big Data, Deep Learning, Java","Keras, Java, Azure, MongoDB, Microservices",0.11397382524060223
"Spark, CI/CD, React, Machine Learning, Hadoop, C++","SQL, Node.js, PostgreSQL",0.49381166851455005
"Kubernetes, Data Engineering, REST APIs, GraphQL, Microservices, Java","SQL, Keras, Deep Learning, C++, Spark",0.22360291596623583
"Hadoop, AWS, Docker, Node.js, Python","Docker, SQL, Hadoop",0.43421975599599627
"Big Data, PostgreSQL, C++, Azure","Azure, Kubernetes, Hadoop, Docker, Flask, C++",0.4345882452115879
"AWS, Deep Learning, Flask","Hadoop, Keras, MongoDB, PostgreSQL, Java, Node.js",0.12405129167870535
"Cloud Computing, React, Python, API Development","Java, Hadoop, CI/CD, Deep Learning, Python, TensorFlow",0.07409386171727175
"API Development, Docker, Spark, AWS, Java","Django, GraphQL, C++, API Development, AWS, Spark",0.3849186210309645
"Big Data, Python, Azure","Keras, Docker, SQL",0.49470803724625295
"SQL, GraphQL, Machine Learning, MongoDB, AWS","Django, Machine Learning, MongoDB, Spark, PostgreSQL, Keras",0.13517464547627858
"Flask, Cloud Computing, Data Science","REST APIs, AWS, SQL, Azure, Big Data",0.1552480245335643
"Microservices, REST APIs, Keras","API Development, Azure, Node.js, GraphQL",0.20504409363231305
"TensorFlow, Cloud Computing, Node.js","Keras, Big Data, C++, Flask",0.35488077379138594
"Big Data, API Development, Data Engineering, Azure, MongoDB, SQL","Keras, Docker, MongoDB, Data Engineering, C++",0.22528449417032875
"Django, TensorFlow, AWS, Cloud Computing, GraphQL, Data Engineering","TensorFlow, Flask, Data Science, Big Data, Cloud Computing, Java",0.4561444239648127
"Kubernetes, PostgreSQL, AWS, REST APIs, Spark, MongoDB","C++, Node.js, React, NoSQL, TensorFlow, Java",0.0557657855885611
"Java, TensorFlow, Data Science, NoSQL","React, Hadoop, GraphQL, Django, Big Data",0.44570539528731745
"API Development, Python, Azure, Node.js, CI/CD, Microservices","NoSQL, Docker, Django",0.3955060781875279
"SQL, Django, Data Engineering","MongoDB, API Development, TensorFlow, PostgreSQL",0.12520235072115318
"Cloud Computing, Deep Learning, GraphQL, Python, TensorFlow","Flask, API Development, TensorFlow",0.4453795262602256
"Docker, Node.js, Big Data, API Development, Machine Learning","TensorFlow, Spark, Django, AWS, Keras, Node.js",0.5152786372517896
"NoSQL, Hadoop, PostgreSQL, Docker, Django","CI/CD, Python, React, SQL, Cloud Computing, AWS",0.1249978616109024
"Microservices, Kubernetes, Cloud Computing, CI/CD","Cloud Computing, Data Science, GraphQL, TensorFlow",0.14505224269664782
"TensorFlow, PostgreSQL, Microservices, Data Science, Machine Learning, Hadoop","Django, API Development, CI/CD, Node.js, Keras, React",0.5144957036761154
